Codes;Kurztitel 2008 (max. 40 Zeichen inkl. Leerstellen)
512200;Raumtrans.
52;Lagerei sowie sonst. DL f. den Verk.
521;Lagerei
5210;Lagerei
521000;Lagerung
522;Sonst. DL f. den Verk.
5221;Sonst. DL f. den Landverk.
522100;Sonst. DL f. den Landverk.
5222;Sonst. DL f. die Schifffahrt
522200;Sonst. DL f. die Schifffahrt
5223;Sonst. DL f. die Luftfahrt
522300;Sonst. DL f. die Luftfahrt
5224;Frachtumschlag
522400;Frachtumschlag
5229;Sonst. DL f. den Verk. a.n.g.
522900;Sonst. DL f. den Verk. a.n.g.
53;Post-, Kurier- u. Expressdienste
531;Postdienste v. Universaldienstl.
5310;Postdienste v. Universaldienstl.
531000;Postdienste v. Universaldienstl.
532;Sonst. Post-, Kurier- u. Expressdienste
5320;Sonst. Post-, Kurier- u. Expressdienste
532000;Sonst. Post-, Kurier- u. Expressdienste
0;GASTGEWERBE/BEHERBERGUNG U. GASTRONOMIE
55;Beherbergung
551;Hotels, Gasthöfe u. Pensionen
5510;Hotels, Gasthöfe u. Pensionen
551001;Hotels, Gasthöfe u. Pensionen m. Rest.
551002;Hotels, Gasthöfe u. Pensionen o. Rest.
551003;Verw. v. Hotels, Gasthöfe u. Pensionen
552;Ferienunterkünfte u. ä. Unterkünfte
5520;Ferienunterkünfte u. ä. Unterkünfte
552001;Ferienwohnungen, Ferienhäuser
552002;Kollektivunterkünfte
552003;Verw. v. Ferien- u. Kollektivunterkünfte
553;Campingplätze
5530;Campingplätze
553001;Campingplätze
553002;Verw. v. Campingplätzen
559;Sonst. Beherbergungsstätten
5590;Sonst. Beherbergungsstätten
559000;Sonst. Beherbergungsstätten
56;Gastronomie
561;Rest., Gaststätten, Imbissstuben u.Ä.
5610;Rest., Gaststätten, Imbissstuben u.Ä.
561001;Rest., Imbissstuben, Tea-Rooms usw.
561002;Rest. m. Beherbergungsangebot
561003;Verw. v. Restaurantssbetrieben
562;Caterer u. sonst. Verpflegungsdl.
5621;Event-Caterer
562100;Event-Caterer
5629;Sonst. Verpflegungsdl.
562900;Sonst. Verpflegungsdl.
563;Ausschank v. Getränken
5630;Ausschank v. Getränken
563001;Bars
563002;Diskotheken, Dancings, Night Clubs
0;INF. U. KOM.
58;Verlagswesen
581;Verlegen v. Büchern u. Zeitschriften
5811;Verlegen v. Büchern
581100;Verlegen v. Büchern
5812;Verlegen v. Adressbüchern u.Ä.
581200;Verlegen v. Adressbüchern u.Ä.
5813;Verlegen v. Zeitungen
581300;Verlegen v. Zeitungen
5814;Verlegen v. Zeitschriften
581400;Verlegen v. Zeitschriften
5819;Sonst. Verlagswesen o. Software
581900;Sonst. Verlagswesen o. Software
582;Verlegen v. Software
5821;Verlegen v. Computerspielen
582100;Verlegen v. Computerspielen
5829;Verlegen v. sonst. Software
582900;Verlegen v. sonst. Software
59;H, Verleih u. Vertrieb v. Filmen usw.
591;H, Verleih u. Vertrieb v. Filmen usw.
5911;H.v. Video-, Filmen, Fersehprogrammen
591100;H.v. Video-, Filmen, Fersehprogrammen
5912;Nachbearb. u. sonst. Filmtechn.
591200;Nachbearb. u. sonst. Filmtechn.
5913;Filmverleih u. -vertrieb o. Videotheken
591300;Filmverleih u. -vertrieb o. Videotheken
5914;Kinos
591400;Kinos
592;"Tonstudios; H.v. Radiobeiträgen; usw."
5920;"Tonstudios; H.v. Radiobeiträgen; usw."
592000;"Tonstudios; H.v. Radiobeiträgen; usw."
60;Rundfunkveran.
601;Radioveran.
6010;Radioveran.
601000;Radioveran.
602;Fernsehveran.
6020;Fernsehveran.
602000;Fernsehveran.
61;Telekom.
611;Leitungsgebundene Telekom.
6110;Leitungsgebundene Telekom.
611000;Leitungsgebundene Telekom.
612;Drahtlose Telekom.
6120;Drahtlose Telekom.
612000;Drahtlose Telekom.
613;Satellitentelekom.
6130;Satellitentelekom.
613000;Satellitentelekom.
619;Sonst. Telekom.
6190;Sonst. Telekom.
619000;Sonstige Telekom.
62;DL f. die Informationstechn.
620;DL f. die Informationstechn.
6201;Programmierungstätigk.
620100;Programmierungstätigk.
6202;Beratungsdl. f. die Informationstechn.
620200;Beratungsdl. f. die Informationstechn.
6203;Betrieb v. Datenverarb.-anlage f. Dritte
620300;Betrieb v. Datenverarb.-anlage f. Dritte
6209;Sonst. DL der Informationstechn.
620900;Sonst. DL der Informationstechn.
63;Informationsdl.
631;"Datenverarb., Hosting; Webportale"
6311;Datenverarb., Hosting
631100;Datenverarb., Hosting
6312;Webportale
631200;Webportale
639;Sonst. Informationsdl.
6391;Korrespondenz- u. Nachrichtenbüros
639100;Korrespondenz- u. Nachrichtenbüros
6399;Sonst. Informationsdl. a.n.g.
639900;Sonst. Informationsdl. a.n.g.
0;FINANZ- U. VERSICHERUNGSDL.
64;Finanzdl.
641;Zentralbk. u. Kreditinstitute
6411;Zentralbk.
641100;Schweizerische Nationalbk.
6419;Kreditinstitute
641901;Institute m. besonderem Geschäftskreis
641902;Kantonalbk.
641903;Grossbk.
641904;Regionalbk. u. Sparkassen
641905;Raiffeisenbk.
641906;Handelsbk.
641907;Börsenbk.
641908;Ausländisch beherrschte Bk.
641909;Filialen ausländischer Bk.
641910;Privatbankiers
641911;Andere Bk.
641912;Sonst. Kreditinstitute a.n.g.
642;Beteiligungsges.
6420;Beteiligungsges.
642001;Finanzholdingges.
642002;Andere Holdingges.
643;Treuhand- u. sonst. Finanzinstitut.
6430;Treuhand- u. sonst. Finanzinstitut.
643000;Treuhand- u. sonst. Finanzinstitut.
649;Sonst. Finanzierungsinstitut.
6491;Institut. f. Finanzierungsleasing
649100;Institut. f. Finanzierungsleasing
6492;Spezialkreditinstitute
649201;Kleinkreditinstitute
649202;Sonst. Spezialkreditinstitute
6499;Sonst. Finanzdl. a.n.g.
649901;Investmentges.
649902;Tresorerie in einer Unternehmensgruppe
649903;Sonst. Finanzierungsinstitut. a.n.g.
65;Vers., Rückvers. u. Pensionskassen
651;Vers.
6511;Lebensvers.
651100;Lebensvers.
6512;Nichtlebensvers.
651201;Unfallvers. (SUVA)
651202;Unfall- u. Schadenvers.
651203;Krankenkassen
651204;Sonst. Vers. o. Sozialvers. a.n.g.
652;Rückvers.
6520;Rückvers.
652000;Rückvers.
653;Pensionskassen u. Pensionsfonds
6530;Pensionskassen u. Pensionsfonds
653000;Pensionskassen u. Pensionsfonds
66;M. Finanz- u. Vers.- dl. verb. Tätigk.
661;M. Finanzdl. verb. Tätigk.
6611;Effekten- u. Warenbörsen
661100;Effekten- u. Warenbörsen
6612;Effekten- u. Warenha.
661200;Effekten- u. Warenha.
6619;Sonst. m. Finanzdl. verb. Tätigk.
661900;Sonst. m. Finanzdl. verb. Tätigk.
662;Vers.- u. Pensionskassendl.
6621;Risiko- u. Schadensbewertung
662100;Risiko- u. Schadensbewertung
6622;Tätigk. v. Versicherungsmakler/-innen
662200;Tätigk. v. Versicherungsmakler/-innen
6629;Sonst. Vers.- u. Pensionskassendl.
662901;Ausgleichskassen
662902;Sonst. Vers.- u. Pensionskassendl. a.n.g
663;Fondsmanagement
6630;Fondsmanagement
663001;Fondsleitungen
663002;Fondsmanagement
0;GRUNDSTÜCKS- U. WOHNUNGSWESEN
68;Grundstücks- u. Wohnungswesen
681;Kauf u. Vk. v. eigenen Geb. u. Grundst.
6810;Kauf u. Vk. v. eigenen Geb. u. Grundst.
681000;Kauf u. Vk.v. eigenen Geb. u. Grundst.
682;Verm., Verpachtung v. Geb. u. Grundst.
6820;Verm., Verpachtung v. Geb. u. Grundst.
682001;Verm., Verpachtung v. Grundst.
682002;Verm., Verpachtung v. Geb.
683;Vermit., Verw. v. Geb. f. Dritte
6831;Vermit. v. Geb. u. Grundst. f. Dritte
683100;Vermit. v. Geb. u. Grundst. f. Dritte
6832;Verw. v. Geb. u. Grundst. f. Dritte
683200;Verw. v. Geb. u. Grundst. f. Dritte
0;FREIBERUFLICHE, WISS. U. TECHN.- DL
69;Rechts- u. Steuerberatung, Wirtschaftsp.
691;Rechtsberatung
6910;Rechtsberatung
691001;Advokatur-, Notariatsbüros
691002;Patentanwaltsbüros, Patentverwertung
692;Wirtschaftsp. u. Steuerberatung
6920;Wirtschaftsp. u. Steuerberatung
692000;Wirtschaftsp. u. Steuerberatung
70;Verw. u. Führung v. Untern.
701;Verw. u. Führung v. Untern.
7010;Verw. u. Führung v. Untern.
701001;Firmensitzaktivitäten v. Finanzges.
701002;Firmensitzaktivitäten v. anderen Ges.
702;Public-Relations-, Unternehmungsberatung
7021;Public-Relations-Beratung
702100;Public-Relations-Beratung
7022;Unternehmensberatung
702200;Unternehmensberatung
71;Architektur- u. Ingenieurbüros
711;Architektur- u. Ingenieurbüros
7111;Architekturbüros
711101;Architekturbüros
711102;Raumplanungsbüros
711103;Landschafts- u. Gartenarchitekturbüros
7112;Ingenieurbüros
711201;Bau-Ingenieurbüros
711202;Gebäudetechn.- Ingenieurbüros
711203;Sonst. Ingenieurbüros
711204;Geometerbüros
711205;Sonst. techn. Beratung u. Planung
712;Techn., physikalische u. chem. Unters.
7120;Techn., physikalische u. chem. Unters.
712000;Techn., physikalische u. chem. Unters.
72;F&E
721;F&E Natur-, Ingenieur-, Agrarwiss., Med.
7211;F&E im Bereich Biotechn.
721100;F&E im Bereich Biotechn.
7219;F&E Natur-, Ingenieur-, Agrarwiss., Med.
721900;F&E Natur-, Ingenieur-, Agrarwiss., Med.
722;F&E Rechts-, Wirtschafts- u. Sozialwiss.
7220;F&E Rechts-, Wirtschafts- u. Sozialwiss.
722000;F&E Rechts-, Wirtschafts- u. Sozialwiss.
73;Werbung u. Marktf.
731;Werbung
7311;Werbeagenturen
731100;Werbeagenturen
7312;Vermarktung, Vermittlung v. Werbeflächen
731200;Vermarktung, Vermittlung v. Werbeflächen
732;Markt- u. Meinungsf.
7320;Markt- u. Meinungsf.
732000;Markt- u. Meinungsf.
74;Sonst. wiss. u. techn. Tätigk.
741;Ateliers f. Text.-, Schmuck- u.ä. Design
7410;Ateliers f. Text.-, Schmuck- u.ä. Design
741001;Industrie- u. Produktdesign
741002;Grafikdesign u. Visuelle Kom.
741003;Innenarchitektur u. Raumgestaltung
742;Fotografie u. Fotolabors
7420;Fotografie u. Fotolabors
742001;Fotografie
742002;Fotolabors
743;Übersetzen u. Dolmetschen
7430;Übersetzen u. Dolmetschen
743000;Übersetzen u. Dolmetschen
749;Sonst. wiss. u. techn. Tätigk. a.n.g.
7490;Sonst. wiss. u. techn. Tätigk. a.n.g.
749000;Sonst. wiss. u. techn. Tätigk. a.n.g.
75;Veterinärwesen
750;Veterinärwesen
7500;Veterinärwesen
750000;Veterinärwesen
0;SONST. WISS. DL
77;Verm. v. beweglichen Sachen
771;Verm. v. Automobilen
7711;Verm. v. Automobilen < 3,5 t
771100;Verm. v. Automobilen< 3,5 t
7712;Verm. v. Automobilen > 3,5 t
771200;Verm. v. Automobilen > 3,5 t
772;Verm. v. Gebrauchsgütern
7721;Verm. v. Sport- u. Freizeitge.
772100;Verm. v. Sport- u. Freizeitge.
7722;Videotheken
772200;Videotheken
7729;Verm. v. sonst Gebrauchsgütern
772900;Verm. v. sonst Gebrauchsgütern
773;Verm. v. Masch., Ge. u. sonst. Sachen
7731;Verm. v. landw. Masch. u. Ge.
773100;Verm. v. landw. Masch. u. Ge.
7732;Verm. v. Baumasch. u. -ge.
773200;Verm. v. Baumasch. u. -ge.
7733;Verm. v. Büromasch. u. Datenverarb.-ge.
773300;Verm. v. Büromasch. u. Datenverarb.-ge.
7734;Verm. v. Wasserfahrz.
773400;Verm. v. Wasserfahrz.
7735;Verm. v. Luftfahrz.
773500;Verm. v. Luftfahrz.
7739;Verm. v. sonst. Masch. u. Ge. a.n.g.
773900;Verm. v. sonst. Masch. u. Ge. a.n.g.
774;Leasing immateriellen Vermögensgegenst.
7740;Leasing immateriellen Vermögensgegenst.
774000;Leasing v.geistigem Eigentum
78;Vermittlung u. Überlassung v. Pers.
781;Vermittlung v. Pers.
7810;Vermittlung v. Pers.
781000;Vermittlung v. Pers.
782;Befristete Überlassung v. Pers.
7820;Befristete Überlassung v. Pers.
782000;Befristete Überlassung v. Pers.
783;Sonst. Überlassung v. Pers.
7830;Sonst. Überlassung v. Pers.
783000;Sonst. Überlassung v. Pers.
79;Reisebüros u. sonst. Reservierungsdl.
791;Reisebüros u. Reiseveran.
7911;Reisebüros
791100;Reisebüros
7912;Reiseveran.
791200;Reiseveran.
799;Sonst. Reservierungsdl.
7990;Sonst. Reservierungsdl.
799001;Reservationsdienst zur Beherbergung
799002;Sonst. Reservierungsdl.
80;Wach- u. Sicherheitsdienste, Detekteien
801;Private Wach- u. Sicherheitsdienste
8010;Private Wach- u. Sicherheitsdienste
801000;Private Wach- u. Sicherheitsdienste
802;Mithilfe v. Überwachungs- u. Alarmsyst.
8020;Mithilfe v. Überwachungs- u. Alarmsyst.
802000;Mithilfe v. Überwachungs- u. Alarmsyst.
803;Detekteien
8030;Detekteien
803000;Detekteien
81;"Gebäudebetreu.; Garten-, Landschaftsbau"
811;Hausmeisterdienste
8110;Hausmeisterdienste
811000;"Hausmeisterdienste; Facility Management"
812;Rein. v. Gebäuden, Strassen, Verkehrsm.
8121;Allg. Gebäuderein.
812100;Allg. Gebäuderein.
8122;Spez. Rein. v. Gebäuden u. Masch.
812201;Kaminfeger
812202;Spez. Rein. v. Gebäuden u. Masch.
8129;Reinigung a.n.g.
812900;Reinigung a.n.g.
813;Garten- u. Landschaftsbau
8130;Garten- u. Landschaftsbau
813000;Garten- u. Landschaftsbau
82;Wirt. DL f. Untern. u. Privatpers. a.n.g
821;Sekretariats- u. Schreibdienste
8211;Allg. Sekretariats- u. Schreibdienste
821100;Allg. Sekretariats- u. Schreibdienste
8219;Copy-Shops
821901;Sekretariats- u. Schreibdienste
821902;Copy Shops
822;Call Centers
8220;Call Centers
822000;Call Centers
823;Messe-, Ausstellungs-, Kongressveran.
8230;Messe-, Ausstellungs-, Kongressveran.
823000;Messe-, Ausstellungs-, Kongressveran.
829;Wirt. DL f. Untern. u. Privatpers.
8291;Inkassobüros u. Auskunfteien
829100;Inkassobüros u. Auskunfteien
8292;Abfüllen u. Verpacken
829200;Abfüllen u. Verpacken
8299;Wirt. DL f. Untern. u. Privatpers.
829900;Wirt. DL f. Untern. u. Privatpers.
0;"ÖFF. VERW.,VERTEIDIGUNG; SOZIALVERS."
84;"Öff. Verw., Verteidigung; Sozialvers."
841;Öff. Verw.
8411;Allg. öff. Verw.
841100;Allg. öff. Verw.
8412;Öff. Verw. im Gesundheitswesen usw.
841200;Öff. Verw. im Gesundheitswesen usw.
8413;Wirt. -förderung, -ordnung u. -aufsicht
841300;Wirt. -förderung, -ordnung u. -aufsicht
842;Auswärtige Angelegenheiten usw.
8421;Auswärtige Angelegenheiten
842100;Auswärtige Angelegenheiten
8422;Verteidigung
842201;Verteidigung
842202;Zivilschutz
8423;Rechtspflege/Justiz
842301;Verw. der Rechtspflege, Gerichte
842302;Verw. v. Strafvollzugsanstalten
8424;Öff. Sicherheit u. Ordnung
842400;Öff. Sicherheit u. Ordnung
8425;Feuerwehren
842500;Feuerwehren
843;Sozialvers.
8430;Sozialvers.
843000;Alters-, Hinterlassenenvers. AHV/IV/ALV
0;ERZIEHUNG U. UNTERRICHT
85;Erziehung u. Unterricht
851;Kindergärten u. Vorschulen
8510;Kindergärten u. Vorschulen
851000;Kindergärten u. Vorschulen
852;Schulen auf Primarstufe
8520;Schulen auf Primarstufe
852001;Primarschulen
852002;Sonderschulen
852003;Obligatorische Schulen a.n.g.
853;Schulen auf Sekundarstufe
8531;Allg. bildende Schulen auf Sekundarstufe
853101;Bezirks-, Sekundar-, Realschulen
853102;Maturitätsschulen
853103;Fachmittelschulen FMS
8532;Berufsbildende Schulen auf Sekundarstufe
853200;Berufsbildende weiterführende Schulen
854;Tertiärer Unterricht
8541;Post-sekundärer, n. tertiärer Unterricht
854100;Post-sekundärer, n. tertiärer Unterricht
8542;Tertiärer Unterricht
854201;Universitäre Hochschulen
854202;Fachhochschulen
854203;Andere Ausbildungsstätten
855;Sonst. Unterricht
8551;Sport- u. Freizeitunterricht
855100;Sport- u. Freizeitunterricht
8552;Kulturunterricht
855200;Kulturunterricht
8553;Fahr- u. Flugschulen
855300;Fahr- u. Flugschulen
8559;Sonst. Unterricht a.n.g.
855901;Sprachunterricht
855902;Informatikunterricht
855903;Berufliche Erwachsenenbildung
855904;Sonst. Unterricht a.n.g.
856;DL f. den Unterricht
8560;DL f. den Unterricht
856000;DL f. den Unterricht
0;GESUNDHEITS- U. SOZIALWESEN
86;Gesundheitswesen
861;Krankenhäuser
8610;Krankenhäuser
861001;Allg. Krankenhäuser
861002;Spezialkliniken
862;Arzt- u. Zahnarztpraxen
8621;Arztpraxen f. Allgemeinmed.
862100;Arztpraxen f. Allgemeinmed.
8622;Facharztpraxen
862200;Facharztpraxen
8623;Zahnarztpraxen
862300;Zahnarztpraxen
869;Gesundheitswesen a.n.g.
8690;Gesundheitswesen a.n.g.
869001;Psychotherapie u. Psychologie
869002;Physiotherapie
869003;Krankenschwestern u. Hauspflege
869004;Hebammen
869005;Sonst. n. ärztliche Medizinalberufe
869006;Med. Labors
869007;Sonst. Gesundheitswesen a.n.g.
87;Heime o. Erholungs- u. Ferienheime
871;Pflegeheime
8710;Pflegeheime
871000;Pflegeheime
872;Einricht. f. psychosoz. Betreuung u. Ä.
8720;Einricht. f. psychosoz. Betreuung u. Ä.
872001;Institut. f. Suchtkranke
872002;Institut. f. psychosoz. Fälle
873;Alten- u. Behindertenwohnheime
8730;Alten- u. Behindertenwohnheime
873001;Altersheime
873002;Institut. f. Behinderte
879;Sonst. Heime o. Erholungs-, Ferienheime
8790;Sonst. Heime o. Erholungs-, Ferienheime
879001;Wohnheime f. Kinder u. Jugendliche
879002;Erziehungsheime
879003;Sonst. Wohnheime
88;Sozialwesen o. Heime
881;Soz. Betreu. älterer, behinderten Pers.
8810;Soz. Betreu. älterer, behinderten Pers.
881000;Soz. Betreu. älterer, behinderten Pers.
889;Sonst. Sozialwesen o. Heime
8891;Tagesbetreu. v. Kindern
889100;Tagesbetreu. v. Kindern
8899;Sonst. Sozialwesen a.n.g.
889901;Org. der Wohlfahrtspflege
889902;Sonst. Sozialwesen a.n.g.
0;KUNST, UNTERHALT. U. ERHOLUNG
90;Kreative, künstl. Tätigk.
900;Kreative, künstl. Tätigk.
9001;Darstellende Kunst
900101;Theater- u. Ballettgruppen
900102;Orchester, Chöre, Musiker
9002;DL f. die darstellende Kunst
900200;DL f. die darstellende Kunst
9003;Künstl. u. schriftst. Schaffen
900301;Selbst. bildende Künstler
900302;Sonst. künstl. u. schriftst. Tätigk.
900303;Selbst. Journalisten
9004;Kultur- u. Unterhaltungseinrich.
900400;Kultur- u. Unterhaltungseinrich.
91;Bibliotheken, Archive, Museen, Gärten
910;Bibliotheken, Archive, Museen, Gärten
9101;Bibliotheken u. Archive
910100;Bibliotheken u. Archive
9102;Museen
910200;Museen
9103;Historische Stätte u. Gebäude
910300;Historische Stätte u. Gebäude
9104;Botanische u. zoologische Gärten, Parks
910400;Botanische u. zoologische Gärten, Parks
92;Spiel-, Wett- u. Lotteriewesen
920;Spiel-, Wett- u. Lotteriewesen
9200;Spiel-, Wett- u. Lotteriewesen
920000;Spiel-, Wett- u. Lotteriewesen
93;DL des Sports, Unterhalt. u. Erholung
931;DL des Sports
9311;Betrieb v. Sportanl.
931100;Betrieb v. Sportanl.
9312;Sportvereine
931200;Sportvereine
9313;Fitnesszentren
931300;Gymnastik- u. Fitnesszentren
9319;Sonst. DL des Sports
931900;Sonst. DL des Sports
932;Sonst. DL der Unterhalt. u. Erholung
9321;Vergnügungs- u. Themenparks
932100;Vergnügungs- u. Themenparks
9329;DL der Unterhalt. u. Erholung a.n.g.
932900;DL der Unterhalt. u. Erholung a.n.g.
0;SONST. DL
94;Interessenvertr. sowie relig. Verein.
941;Wirt.- u. Arbeitgeberverbä., Berufsorg.
9411;Wirt.- u. Arbeitgeberverbä.
941100;Wirt.- u. Arbeitgeberverbä.
9412;Berufsorg.
941200;Berufsorg.
942;Arbeitnehmehrverein.
9420;Arbeitnehmehrverein.
942000;Arbeitnehmehrverein.
949;Kirchliche Verein. a.n.g.
9491;Kirchliche u. sonst. relig. Verein.
949101;Kirchgemeinden u. relig. Verein.
949102;Klöster u. Ordensgemeinschaften
9492;Politische Parteien u. Verein.
949200;Politische Parteien u. Verein.
9499;Sonst. Interessenvertr., Verein. a.n.g.
949901;Org. der Kultur, Bildung, Wiss. u. F.
949902;Org. des Gesundheitswesens
949903;Jugendorg.
949904;Sonst. Interessenvertr. u. Verein. a.n.g
95;Rep. v. Datenverarb.-ge., Gebrauchsgüter
951;Rep. v. Datenverarb.- u. Telekom. -ge.
9511;Rep. Datenverarb.- u. peripheren Ge.
951100;Rep. Datenverarb.- u. peripheren Ge.
9512;Rep. v. Telekommunikationsge.
951200;Rep. v. Telekommunikationsge.
952;Rep. v. Gebrauchsgütern
9521;Rep. v. Ge. der Unterhaltungsel.
952100;Rep. v. Ge. der Unterhaltungsel.
9522;Rep. v. el. Haushalts- u. Gartenge.
952200;Rep. v. el. Haushalts- u. Gartenge.
9523;Rep. v. Schuhen u. Lederwaren
952300;Rep. v. Schuhen u. Lederwaren
9524;Rep. v. Möbeln u. Einrichtungsgegenst.
952400;Rep. v. Möbeln u. Einrichtungsgegenst.
9525;Rep. v. Uhren u. Schmuck
952500;Rep. v. Uhren u. Schmuck
9529;Rep. v. sonst. Gebrauchsgütern
952900;Rep. v. sonst. Gebrauchsgütern
96;Sonst. überwiegend persönliche DL
960;Sonst. überwiegend persönliche DL
9601;Wäscherei u. chem. Rein.
960101;Wäscherei
960102;Textilrein.
9602;Frisör- u. Kosmetiksalons
960201;Coiffeursalons
960202;Kosmetiksalons
9603;Bestattungswesen
960300;Bestattungswesen
9604;Saunas, Solarien, Bäder u. Ä.
960401;Saunas, Solarien
960402;Sonst. Körperpflegegewerbe
9609;Sonst. DL a. n. g.
960900;Sonst. DL a. n. g.
0;PRIVATE HAUSHALTE M. HAUSPERS. OAS
97;Private Haushalte m. Hauspers.
970;Private Haushalte m. Hauspers.
9700;Private Haushalte m. Hauspers.
970000;Private Haushalte m. Hauspers.
98;H.v. Wa. u. DL durch private Haushalte
981;H.v. Wa. durch private Haushalte oaS
9810;H.v. Wa. durch private Haushalte oaS
981000;H.v. Wa. durch private Haushalte oaS
982;DL durch private Haushalte oaS
9820;DL durch private Haushalte oaS
982000;DL durch private Haushalte oaS
0;EXTERRITORIALE ORG. U. KÖRPERSCHAFTEN
99;Exterritoriale Org. u. Körperschaften
990;Exterritoriale Org. u. Körperschaften
9900;Exterritoriale Org. u. Körperschaften
990001;Konsulate
990002;Botschaften
990003;lnternationale Org. m. Behördecharakter
